,Bal,Brick,Dist,Floor,Kitsp,Livesp,Metrdist,New,Nfloors,Price,Rooms,Tel,Totsp,Walk,lat,lon
149,False,True,0.056594642511457724,4,11.0,41.2,6,True,9,9395149,1,False,41.2,True,55.775753,37.671938
150,False,False,0.057550513472946874,7,11.0,33.2,5,True,39,9432900,1,False,44.6,True,55.77024399999999,37.564689
151,True,True,0.060430019899053285,11,7.5,22.2,5,False,12,9500000,2,True,39.5,True,55.768060999999996,37.678514
152,False,True,0.057060563001076925,6,10.0,20.0,5,False,18,9500000,1,False,38.5,True,55.746466000000005,37.676412
153,False,False,0.04003736317491667,5,9.0,21.0,7,False,13,9500000,1,False,40.0,False,55.733624,37.654447999999995
154,True,False,0.03899800324375431,3,6.0,29.0,9,False,5,9500000,2,True,43.0,True,55.73478000000001,37.653909000000006
155,True,True,0.050932054994868685,5,9.6,20.0,9,False,12,9500000,1,True,35.2,True,55.766693999999994,37.570564000000005
156,False,False,0.032854168989643995,1,7.0,18.0,4,False,5,9500000,1,False,30.0,True,55.769707,37.591117
157,True,False,0.0530119740530372,4,6.8,29.0,15,False,5,9500000,2,True,45.0,True,55.771641,37.569926
158,False,False,0.03965514802645335,2,6.0,27.0,5,False,6,9500000,2,True,39.0,True,55.771312,37.655347
159,False,True,0.056594642511457724,5,10.0,36.6,6,True,10,9574472,1,False,36.6,True,55.775753,37.671938
160,True,False,0.08497325119118225,1,7.0,30.0,11,False,14,9700000,2,True,50.0,True,55.77239599999999,37.702706
161,True,True,0.049173584260248066,3,6.0,32.0,11,False,17,9700000,2,True,38.0,True,55.741642000000006,37.667483000000004
162,True,True,0.03724909934481409,2,7.4,29.0,7,False,12,9700000,2,True,47.4,True,55.785878000000004,37.601034000000006
163,True,True,0.050932054994868685,3,9.0,20.0,9,False,12,9700000,1,True,35.0,True,55.766693999999994,37.570564000000005
164,False,False,0.057014074797366136,5,7.0,46.2,5,False,6,9768439,2,False,46.2,True,55.77629399999999,37.672163
165,False,False,0.056594642511457724,2,11.0,33.2,9,True,6,9769141,1,False,44.5,True,55.775753,37.671938
166,True,False,0.056594642511457724,3,10.0,45.0,5,False,5,9800000,1,False,60.0,True,55.775753,37.671938
167,True,False,0.09023915718245383,6,7.0,42.0,8,False,9,9800000,3,True,58.0,True,55.777742,37.706793
168,False,False,0.027002622113414573,5,17.0,70.0,8,False,6,56000000,5,True,152.0,True,55.762358,37.645393
169,True,False,0.03000165817084342,4,17.4,98.0,9,False,6,87000000,3,True,143.0,True,55.743086,37.591755
170,True,False,0.0711800766858253,13,21.0,90.0,10,False,21,105000000,4,True,181.4,True,55.761557999999994,37.549067
171,True,False,0.0420934421495788,4,10.0,20.2,9,True,13,9822900,1,True,41.1,True,55.770853,37.658257
172,True,True,0.04671735588622546,6,8.0,32.0,3,False,7,9850000,2,False,55.0,False,55.731739000000005,37.661042
173,False,False,0.05693732794924593,3,7.0,59.1,5,False,6,9886025,3,False,59.1,True,55.775824,37.67228
174,True,True,0.03945382906639161,7,8.0,32.0,12,False,12,9900000,2,False,49.0,True,55.787801,37.639671
175,True,False,0.02739638213341306,10,9.1,19.5,3,False,14,9900000,1,True,38.0,True,55.730086,37.633688
176,False,True,0.036523068340432036,7,8.0,15.0,7,False,8,9900000,1,True,30.0,True,55.765949,37.654224
177,True,False,0.057034791005142485,4,5.5,28.6,10,False,5,9900000,2,True,42.6,True,55.757962,37.562937
178,False,False,0.057014074797366136,1,7.0,46.2,5,False,6,9930382,2,False,46.2,True,55.77629399999999,37.672163
179,False,False,0.0406701053477821,1,5.0,27.0,10,False,8,9950000,2,True,40.0,True,55.747459,37.66
180,True,True,0.03792599174708874,5,10.0,20.0,12,False,8,9990000,1,False,35.0,True,55.740472,37.584272
181,False,False,0.02476310517685456,3,4.0,24.0,4,False,5,10000000,2,False,33.0,True,55.770942000000005,37.637596
182,False,True,0.06723544887185398,2,9.7,19.9,3,False,12,10000000,1,True,34.8,True,55.744662,37.686437
183,True,False,0.039239166976378116,3,7.8,30.0,8,False,8,10000000,2,True,46.0,True,55.792124,37.627813
184,True,True,0.0968155354733934,9,10.0,20.0,10,False,12,9999999,1,True,35.1,True,55.753387,37.522998
